contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX25MAR75500CE,2025-03-19 10:24:00,552.1,525.4,632.2,0,0,1,2025-03-19 10:27:00,525.4,2SlHit
BSE:SENSEX25MAR75500CE,2025-03-19 14:24:00,518.7,507.05,553.65,0,0,1,2025-03-19 14:30:00,507.05,2SlHit
