contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2531875000CE,2025-03-18 10:29:00,253.6,218.35,359.40000000000003,0,0,1,2025-03-18 10:32:00,218.35,2SlHit
BSE:SENSEX2531875000CE,2025-03-18 11:32:00,180.0,161.45000000000002,235.6,0,0,1,2025-03-18 11:44:00,161.45000000000002,2SlHit
