contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2531174700CE,2025-03-10 09:57:00,225.15,203.25,290.85,0,0,1,2025-03-10 09:59:00,203.25,2SlHit
BSE:SENSEX2531174700CE,2025-03-10 10:44:00,186.45,170.15,235.3,0,0,1,2025-03-10 10:55:00,170.15,2SlHit
BSE:SENSEX2531174100PE,2025-03-10 14:43:00,207.0,185.3,272.1,0,0,1,2025-03-10 14:53:00,185.3,2SlHit
