contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2531874300CE,2025-03-13 10:02:00,372.25,347.5,446.5,0,0,1,2025-03-13 10:10:00,347.5,2SlHit
BSE:SENSEX2531874300CE,2025-03-13 10:15:00,375.15,352.3,443.65,0,0,1,2025-03-13 10:22:00,352.3,2SlHit
BSE:SENSEX2531874100PE,2025-03-13 11:37:00,376.45,351.75,450.6,1,2025-03-13 11:40:00,1,2025-03-13 11:52:00,423.65,1Lot15Min
BSE:SENSEX2531874000PE,2025-03-13 13:07:00,345.7,331.95,387,0,0,1,2025-03-13 13:22:00,342.05,2Lot15Min
BSE:SENSEX2531874000PE,2025-03-13 14:00:00,342.6,328,386.35,0,0,1,2025-03-13 14:03:00,328,2SlHit
BSE:SENSEX2531874000PE,2025-03-13 14:07:00,353.05,338.25,397.45,0,0,1,2025-03-13 14:22:00,365.3,2Lot15Min
BSE:SENSEX2531873900PE,2025-03-13 14:23:00,329.85,316,371.4,0,0,1,2025-03-13 14:38:00,344.85,2Lot15Min
