contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2531874100PE,2025-03-17 10:27:00,241.05,221.2,300.6,0,0,1,2025-03-17 10:28:00,221.2,2SlHit
BSE:SENSEX2531874100PE,2025-03-17 10:36:00,252.0,230.4,316.8,0,0,1,2025-03-17 10:45:00,230.4,2SlHit
BSE:SENSEX2531874100PE,2025-03-17 11:12:00,225.35,208.7,275.35,0,0,1,2025-03-17 11:22:00,208.7,2SlHit
BSE:SENSEX2531874000PE,2025-03-17 12:35:00,257.4,238.2,314.95000000000005,0,0,1,2025-03-17 12:39:00,238.2,2SlHit
BSE:SENSEX2531874000PE,2025-03-17 13:07:00,247.5,229.1,302.7,0,0,1,2025-03-17 13:11:00,229.1,2SlHit
BSE:SENSEX2531874200CE,2025-03-17 14:18:00,266.7,246.85,326.3,0,0,1,2025-03-17 14:20:00,246.85,2SlHit
