contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Comment,Pnl
BSE:SENSEX2542279400CE,2025-04-21 11:14:00,263.55,245.1,318.95,0,0,1,2025-04-21 11:29:00,267.55,2Lot15Min,160
BSE:SENSEX2542279400CE,2025-04-21 11:52:00,259.1,243.6,305.55,0,0,1,2025-04-21 12:07:00,278.35,2Lot15Min,770
BSE:SENSEX2542279500CE,2025-04-21 12:17:00,247.7,233.85,289.2,1,2025-04-21 12:24:00,1,2025-04-21 12:32:00,346.1,1Lot15Min,2798
BSE:SENSEX2542279600CE,2025-04-21 12:38:00,313,292.5,374.55,0,0,1,2025-04-21 12:44:00,292.5,2SlHit,-820
BSE:SENSEX2542279600CE,2025-04-21 13:09:00,317.1,300.1,368.05,0,0,1,2025-04-21 13:13:00,300.1,2SlHit,-680
