contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2542276800CE,2025-04-16 09:37:00,496.4,471.4500000000001,571.2,1,2025-04-16 09:45:00,1,2025-04-16 09:52:00,542,1Lot15Min
