contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2551379500PE,2025-05-09 10:51:00,705.95,673.3000000000001,803.95,0,0,1,2025-05-09 11:04:00,673.3000000000001,2SlHit
BSE:SENSEX2551379300PE,2025-05-09 13:28:00,688.35,658.35,778.4000000000001,0,0,1,2025-05-09 13:30:00,658.35,2SlHit
