contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX25APR79700PE,2025-04-23 10:34:00,583.1,548.7,686.35,0,0,1,2025-04-23 10:36:00,548.7,2SlHit
BSE:SENSEX25APR79700PE,2025-04-23 10:44:00,622.0,586.95,727.1500000000001,0,0,1,2025-04-23 10:59:00,654.45,2Lot15Min
BSE:SENSEX25APR79900CE,2025-04-23 13:43:00,655.7,636.5500000000001,713.1500000000001,0,0,1,2025-04-23 13:49:00,636.5500000000001,2SlHit
