contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX2531873800PE,2025-03-12 11:25:00,393.95,376.7000000000001,445.65,1,2025-03-12 11:38:00,1,2025-03-12 11:40:00,485.0,1Lot15Min
BSE:SENSEX2531873600PE,2025-03-12 12:46:00,396.5,380.05,445.9,0,0,1,2025-03-12 12:52:00,380.05,2SlHit
BSE:SENSEX2531874000CE,2025-03-12 14:27:00,469.9,449.55,530.95,0,0,1,2025-03-12 14:42:00,469.85,2Lot15Min
