contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Reason
BSE:SENSEX25APR80000CE,2025-04-28 10:05:00,297.35,263.85,397.8,0,0,1,2025-04-28 10:20:00,322.25,2Lot15Min
BSE:SENSEX25APR80100CE,2025-04-28 10:52:00,283.5,258.5,358.45000000000005,0,0,1,2025-04-28 10:56:00,258.5,2SlHit
BSE:SENSEX25APR80100CE,2025-04-28 12:15:00,316.0,294.7,379.9500000000001,1,2025-04-28 12:28:00,0,0,0.0,0
