contract,entryTime,entryPrice,SlPrice,exitPrice1Lot,exitedlLotTrueFalse,ExitTime1Lot,allexit,allExitTime,allExitPrice,Comment,Pnl
BSE:SENSEX2542277100CE,2025-04-17 10:41:00,485.4,459.25,563.9,0,0,1,2025-04-17 10:55:00,459.25,2SlHit,-1046
BSE:SENSEX2542277200CE,2025-04-17 11:26:00,581.45,548.5,680.3,1,2025-04-17 11:31:00,1,2025-04-17 11:41:00,740.05,1Lot15Min,5149
BSE:SENSEX2542277600CE,2025-04-17 11:43:00,605.55,566.55,722.55,0,0,1,2025-04-17 11:45:00,566.55,2SlHit,-1560
BSE:SENSEX2542277700CE,2025-04-17 12:07:00,550.7,513.75,661.55,0,0,1,2025-04-17 12:22:00,574.3,2Lot15Min,943.999999999996
BSE:SENSEX2542277900CE,2025-04-17 12:27:00,511.1,482.65,596.4,0,0,1,2025-04-17 12:42:00,553,2Lot15Min,1676
BSE:SENSEX2542278200CE,2025-04-17 13:04:00,471.15,449.6,535.8,1,2025-04-17 13:12:00,1,2025-04-17 13:19:00,583.65,1Lot15Min,3543
BSE:SENSEX2542278300CE,2025-04-17 13:35:00,526.75,502.35,599.9,1,2025-04-17 13:49:00,1,2025-04-17 13:50:00,626.25,1Lot15Min,3453
BSE:SENSEX2542278600CE,2025-04-17 14:00:00,504,480.1,575.7,0,0,1,2025-04-17 14:14:00,480.1,2SlHit,-955.999999999999
